Threshold,ROC_AUC,PR_AUC,F1_Score,Accuracy,Precision,Recall,Recall_Sensitivity,Specificity,Brier_Score,TP,TN,FP,FN,Cohort,Cohort Size,Num Features,Model
0.5,0.7054853633282396,0.2883668941733928,0.32458663877023214,0.6574960950163568,0.2176793857426823,0.6378483325719506,0.6378483325719506,0.6604067268974385,0.2075279102107439,5585,39034,20072,3171,Nationwide Cohort,339308,2075,Standard MLP
0.5,0.5631326051605808,0.15521486649618227,0.15451549110085697,0.8109987916654386,0.18272528843155597,0.13385107354956602,0.13385107354956602,0.9113118803505567,0.2287695684559676,1172,53864,5242,7584,Nationwide Cohort,339308,2075,Standard Transformer
0.5,0.5661024535875391,0.15712728706166645,0.23982546733005825,0.2863016120951342,0.13901777753516387,0.8725445408862494,0.8725445408862494,0.19945521605251582,0.28038735972847345,7640,11789,47317,1116,Nationwide Cohort,339308,2075,SAINT Transformer
0.5,0.5679768019275231,0.1565487445183365,0.2399410705516451,0.31578792254870175,0.14004280200252225,0.8370260392873459,0.8370260392873459,0.23857138023212535,0.2484756004936161,7329,14101,45005,1427,Nationwide Cohort,339308,2075,HIR-M3 Transformer
0.5,0.692961474267032,0.31205215528118085,0.34145607701564384,0.6494795836669336,0.2358686616791355,0.6181917211328976,0.6181917211328976,0.6548714097991365,0.21889762870456175,1135,6977,3677,701,Texas Cohort,62449,756,Standard MLP
0.5,0.6564666712063713,0.2779413860686221,0.31818955249276837,0.6791833466773419,0.2313783716901757,0.5092592592592593,0.5092592592592593,0.7084663037356861,0.2233298447058877,935,7548,3106,901,Texas Cohort,62449,756,Standard Transformer
0.5,0.6480969486641204,0.27349598811911996,0.26138898884490824,0.17830264211369096,0.1505929181524173,0.9891067538126361,0.9891067538126361,0.03857706025905763,0.45041400629689654,1816,411,10243,20,Texas Cohort,62449,756,SAINT Transformer
0.5,0.6586931713844831,0.27966710855234383,0.32158065065576563,0.6811048839071256,0.23395291201982651,0.514161220043573,0.514161220043573,0.709874225642951,0.22438242579470719,944,7563,3091,892,Texas Cohort,62449,756,HIR-M3 Transformer
