condition,national_prevalence,national_prevalence_percent,texas_prevalence_percent
has_diabetes,0.12239665756007888,12.239665756007888,16.479245657396984
has_heart_failure,0.09596987253685062,9.596987253685061,8.120139239359705
has_hypertension,0.20231071668229408,20.231071668229408,26.975253525197235
