Cohort,Subcohort_Subgroup,Model_Name,Optimal_Threshold,ROC_AUC,PR_AUC,F1_Score,Accuracy,Precision,Recall,TP,TN,FP,FN,Overall_FNR,Worst_Group_FNR,FNR Gap,FPR Gap,FNR_Gap_DGAP,Equalized_Odds_Difference_EOD,Demographic_Parity_Ratio_DPR,Fairness-Performance Stability Area,Selected Ensemble Ratio,EFNHI_Star,Brier_Score,Platt_Calibration_Slope,Subgroup,Source_File
Nationwide,Diabetes + Heart Failure (d+hf),XGBoost with ACT-parity,0.3308,0.7225,0.6228,0.6589,0.6271,0.5335,0.8616,1052,779,920,169,0.3054873054873054,0.3168316831683168,0.0444912576364019,0.75,0.0444912576364019,0.3972456288182009,1.0,,,0.0088483306157929,0.2137,0.6653,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Heart Failure (d+hf),XGBoost baseline,0.331,0.7255,0.6148,0.672,0.6349,0.5382,0.8943,1092,762,937,129,0.2800982800982801,0.2938388625592417,0.052459552214414,0.5353773584905661,0.052459552214414,0.2939184553524901,1.0,,,0.0103704503453926,0.2109,0.7347,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Heart Failure (d+hf),HIR-M3 Transformer,0.4816,0.5334,0.4541,0.59,0.4188,0.4184,1.0,1221,2,1697,0,0.9983619983619983,1.0,0.0023696682464454,0.0188679245283018,0.0023696682464454,0.0106187963873736,1.0,,,0.0032789344284209,0.2481,20.2216,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Heart Failure (d+hf),HIR-M3 Transformer with ACT-parity,0.3231,0.5308,0.4545,0.5897,0.4182,0.4182,1.0,1221,0,1699,0,0.9926289926289926,1.0,0.0099009900990099,0.0017406440382941,0.0099009900990099,0.005820817068652,1.0,,,0.0062427840598843,0.2443,1.3652,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Heart Failure (d+hf),XGBoost + HIR-M3 Ensemble (90:10),0.3447,0.7255,0.6149,0.6722,0.6346,0.5379,0.896,1094,759,940,127,0.2833742833742834,0.2985781990521327,0.057198888707305,0.5353773584905661,0.057198888707305,0.2962881235989356,1.0,,90:10,0.0116127103365894,0.209,0.8949,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Heart Failure (d+hf),XGBoost + HIR-M3 Ensemble (90:10) with ACT-parity,0.3333,0.7229,0.6234,0.6594,0.6271,0.5334,0.8632,1054,777,922,167,0.3243243243243243,0.3448275862068966,0.0512105649303008,0.75,0.0512105649303008,0.4006052824651504,1.0,,90:10,0.0032089552910017,0.21,0.8102,Diabetes + Heart Failure,parity_Nationwide_Cohort_Diabetes__plus__Heart_Failure_d_plus_hf.csv
Nationwide,Diabetes + Hypertension (d+hyp),LightGBM with ACT-parity,0.3537,0.7658,0.5838,0.5967,0.6617,0.479,0.7911,1526,2510,1660,403,0.3794712286158631,0.6712328767123288,0.3208737386436935,0.2901353965183752,0.3208737386436935,0.3055045675810344,1.0,,,0.3528388469754782,0.1883,0.6993,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),LightGBM baseline,0.4427,0.7744,0.592,0.601,0.699,0.5174,0.717,1383,2880,1290,546,0.3530326594090202,0.4931506849315068,0.1756903674711893,0.1430575035063113,0.1756903674711893,0.1593739354887504,1.0,,,0.1727452574163872,0.183,0.7682,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),XGBoost with ACT-parity,0.4342,0.7722,0.587,0.609,0.6849,0.5012,0.776,1497,2680,1490,432,0.3188180404354588,0.4657534246575342,0.1773936362977458,0.391304347826087,0.1773936362977458,0.2843489920619164,1.0,,,0.1526207745391727,0.1895,0.8472,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),XGBoost baseline,0.4566,0.7811,0.6033,0.6144,0.6937,0.5105,0.7714,1488,2743,1427,441,0.2840850181441161,0.3972602739726027,0.1327100094223381,0.2466105656848994,0.1327100094223381,0.1896602875536188,1.0,,,0.1064817861589539,0.1858,0.9099,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),HIR-M3 Transformer,0.5135,0.521,0.3365,0.4815,0.3304,0.3188,0.9829,1896,119,4051,33,0.0,0.0,0.0,0.0053763440860215,0.0,0.0026881720430107,1.0,,,0.0,0.259,2.4892,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),HIR-M3 Transformer with ACT-parity,0.274,0.5206,0.3307,0.4808,0.3432,0.3205,0.9616,1855,238,3932,74,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.2162,0.9069,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),XGBoost + HIR-M3 Ensemble (90:10),0.4639,0.7812,0.6034,0.6143,0.6939,0.5106,0.7709,1487,2745,1425,442,0.2820114048729912,0.3972602739726027,0.1380010147133434,0.2466105656848994,0.1380010147133434,0.1923057901991214,1.0,,90:10,0.1062281191929469,0.1862,1.0976,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
Nationwide,Diabetes + Hypertension (d+hyp),XGBoost + HIR-M3 Ensemble (90:10) with ACT-parity,0.4217,0.7723,0.5873,0.6085,0.6852,0.5015,0.7735,1492,2687,1483,437,0.3566614826334888,0.5205479452054794,0.1925056171631514,0.3478260869565217,0.1925056171631514,0.2701658520598365,1.0,,90:10,0.1953935265892942,0.1847,1.007,Diabetes + Hypertension,parity_Nationwide_Cohort_Diabetes__plus__Hypertension_d_plus_hyp.csv
