Cohort,Model,Threshold,Threshold Type,Accuracy,F1 Score,Precision,Recall,Specificity,ROC AUC,PR AUC,Brier Score,ACT-Parity Gap,FNR Gap,FPR Gap,Net Benefit,Acceptable Threshold,Valid Threshold,Exclusion Reason,Predicted Positive Count,Predicted Negative Count
Nationwide Cohort,LightGBM with ACT-parity,0.24,Sweep,0.5364,0.3394,0.2079,0.9246,0.4791,0.8129,0.3999,0.1716,0.5913,0.601,0.3258,-0.0242,False,True,None,38881,28981
Nationwide Cohort,LightGBM with ACT-parity,0.25,Sweep,0.5465,0.3427,0.2107,0.9177,0.4916,0.8129,0.3999,0.1716,0.5844,0.5944,0.3338,-0.0294,False,True,None,38080,29782
Nationwide Cohort,LightGBM with ACT-parity,0.26,Sweep,0.5566,0.3464,0.2138,0.9125,0.5039,0.8129,0.3999,0.1716,0.5791,0.5897,0.3277,-0.0343,False,True,None,37304,30558
Nationwide Cohort,LightGBM with ACT-parity,0.27,Sweep,0.5666,0.3504,0.2171,0.9077,0.5162,0.8129,0.3999,0.1716,0.5743,0.5849,0.3145,-0.039,False,True,None,36538,31324
Nationwide Cohort,LightGBM with ACT-parity,0.28,Sweep,0.5757,0.3537,0.22,0.9015,0.5275,0.8129,0.3999,0.1716,0.5682,0.579,0.3097,-0.0439,False,True,None,35812,32050
Nationwide Cohort,LightGBM with ACT-parity,0.29,Sweep,0.5847,0.3576,0.2233,0.8974,0.5385,0.8129,0.3999,0.1716,0.564,0.5749,0.2986,-0.0486,False,True,None,35128,32734
Nationwide Cohort,LightGBM with ACT-parity,0.3,Sweep,0.5935,0.3609,0.2263,0.8909,0.5496,0.8129,0.3999,0.1716,0.5575,0.5688,0.2886,-0.0534,False,True,None,34417,33445
Nationwide Cohort,LightGBM with ACT-parity,0.31,Sweep,0.6025,0.3641,0.2293,0.8835,0.561,0.8129,0.3999,0.1716,0.5502,0.5622,0.2912,-0.058,False,True,None,33678,34184
Nationwide Cohort,LightGBM with ACT-parity,0.32,Sweep,0.6101,0.367,0.232,0.8774,0.5706,0.8129,0.3999,0.1716,0.544,0.5561,0.2815,-0.063,False,True,None,33054,34808
Nationwide Cohort,LightGBM with ACT-parity,0.33,Sweep,0.6185,0.3702,0.2351,0.8705,0.5813,0.8129,0.3999,0.1716,0.5372,0.5486,0.2754,-0.0675,False,True,None,32363,35499
Nationwide Cohort,LightGBM with ACT-parity,0.34,Sweep,0.6259,0.3733,0.238,0.8651,0.5905,0.8129,0.3999,0.1716,0.5318,0.5432,0.272,-0.0724,False,True,None,31772,36090
Nationwide Cohort,LightGBM with ACT-parity,0.35,Sweep,0.6336,0.3765,0.2411,0.8587,0.6004,0.8129,0.3999,0.1716,0.6587,0.6707,0.2687,-0.0769,False,True,None,31133,36729
Nationwide Cohort,LightGBM with ACT-parity,0.36,Sweep,0.6405,0.3792,0.2438,0.8525,0.6091,0.8129,0.3999,0.1716,0.6525,0.6678,0.2595,-0.0817,False,True,None,30562,37300
Nationwide Cohort,LightGBM with ACT-parity,0.37,Sweep,0.6477,0.3823,0.2469,0.8465,0.6183,0.8129,0.3999,0.1716,0.6465,0.6628,0.2502,-0.0862,False,True,None,29963,37899
Nationwide Cohort,LightGBM with ACT-parity,0.38,Sweep,0.6542,0.3849,0.2496,0.8397,0.6268,0.8129,0.3999,0.1716,0.6397,0.6545,0.2411,-0.0911,False,True,None,29403,38459
Nationwide Cohort,LightGBM with ACT-parity,0.39,Sweep,0.6612,0.3876,0.2526,0.8324,0.6358,0.8129,0.3999,0.1716,0.6324,0.6446,0.2389,-0.0956,False,True,None,28805,39057
Nationwide Cohort,LightGBM with ACT-parity,0.4,Sweep,0.6682,0.3903,0.2556,0.8246,0.645,0.8129,0.3999,0.1716,0.6246,0.6377,0.2366,-0.1,False,True,None,28195,39667
Nationwide Cohort,LightGBM with ACT-parity,0.41,Sweep,0.6746,0.3931,0.2587,0.8182,0.6534,0.8129,0.3999,0.1716,0.6182,0.6312,0.2354,-0.1045,False,True,None,27644,40218
Nationwide Cohort,LightGBM with ACT-parity,0.42,Sweep,0.6814,0.396,0.262,0.8109,0.6622,0.8129,0.3999,0.1716,0.6109,0.6242,0.2265,-0.1086,False,True,None,27058,40804
Nationwide Cohort,LightGBM with ACT-parity,0.43,Sweep,0.6873,0.3982,0.2647,0.8031,0.6702,0.8129,0.3999,0.1716,0.6031,0.6179,0.2254,-0.1133,False,True,None,26517,41345
Nationwide Cohort,LightGBM with ACT-parity,0.44,Sweep,0.6939,0.4009,0.268,0.7951,0.6789,0.8129,0.3999,0.1716,0.5951,0.6102,0.2307,-0.1174,False,True,None,25932,41930
Nationwide Cohort,LightGBM with ACT-parity,0.45,Sweep,0.7005,0.4038,0.2715,0.7876,0.6876,0.8129,0.3999,0.1716,0.5876,0.6027,0.2291,-0.1212,False,True,None,25351,42511
Nationwide Cohort,LightGBM with ACT-parity,0.46,Sweep,0.7065,0.406,0.2746,0.7787,0.6958,0.8129,0.3999,0.1716,0.5787,0.5945,0.2415,-0.1254,False,True,None,24789,43073
Nationwide Cohort,LightGBM with ACT-parity,0.47,Sweep,0.713,0.4093,0.2785,0.7721,0.7042,0.8129,0.3999,0.1716,0.5721,0.5883,0.2399,-0.129,False,True,None,24235,43627
Nationwide Cohort,LightGBM with ACT-parity,0.48,Sweep,0.7191,0.4123,0.2822,0.7651,0.7123,0.8129,0.3999,0.1716,0.5651,0.5812,0.2316,-0.1328,False,True,None,23698,44164
Nationwide Cohort,LightGBM with ACT-parity,0.49,Sweep,0.7244,0.4141,0.2851,0.7561,0.7197,0.8129,0.3999,0.1716,0.5561,0.5722,0.2243,-0.1372,False,True,None,23180,44682
Nationwide Cohort,LightGBM with ACT-parity,0.5,Default,0.7292,0.4146,0.2873,0.7444,0.727,0.8129,0.3999,0.1716,0.5444,0.5593,0.2167,-0.142,False,True,None,22648,45214
Nationwide Cohort,HIR-M3 Transformer,0.1,Sweep,0.2518,0.2544,0.1459,0.9907,0.1425,0.7063,0.2631,0.2645,0.0048,0.014,0.0697,0.0446,False,True,None,59354,8508
Nationwide Cohort,HIR-M3 Transformer,0.11,Sweep,0.2538,0.2548,0.1462,0.9903,0.1449,0.7063,0.2631,0.2645,0.0043,0.014,0.0628,0.0355,False,True,None,59211,8651
Nationwide Cohort,HIR-M3 Transformer,0.12,Sweep,0.2548,0.255,0.1463,0.9899,0.1461,0.7063,0.2631,0.2645,0.004,0.014,0.0628,0.0261,False,True,None,59135,8727
Nationwide Cohort,HIR-M3 Transformer,0.13,Sweep,0.2556,0.2552,0.1465,0.9899,0.147,0.7063,0.2631,0.2645,0.004,0.014,0.0628,0.0165,False,True,None,59082,8780
Nationwide Cohort,HIR-M3 Transformer,0.14,Sweep,0.256,0.2552,0.1465,0.9898,0.1475,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,0.0066,False,True,None,59055,8807
Nationwide Cohort,HIR-M3 Transformer,0.15,Sweep,0.2562,0.2553,0.1465,0.9898,0.1477,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.0035,False,True,None,59040,8822
Nationwide Cohort,HIR-M3 Transformer,0.16,Sweep,0.2563,0.2553,0.1466,0.9898,0.1478,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.0139,False,True,None,59032,8830
Nationwide Cohort,HIR-M3 Transformer,0.17,Sweep,0.2563,0.2553,0.1466,0.9898,0.1479,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.0246,False,True,None,59029,8833
Nationwide Cohort,HIR-M3 Transformer,0.18,Sweep,0.2564,0.2553,0.1466,0.9898,0.1479,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.0355,False,True,None,59027,8835
Nationwide Cohort,HIR-M3 Transformer,0.19,Sweep,0.2565,0.2554,0.1466,0.9898,0.1481,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.0466,False,True,None,59020,8842
Nationwide Cohort,HIR-M3 Transformer,0.2,Sweep,0.2567,0.2554,0.1466,0.9898,0.1483,0.7063,0.2631,0.2645,0.0039,0.014,0.0628,-0.058,False,True,None,59006,8856
Nationwide Cohort,HIR-M3 Transformer,0.21,Sweep,0.257,0.2555,0.1467,0.9896,0.1487,0.7063,0.2631,0.2645,0.0036,0.014,0.0628,-0.0697,False,True,None,58980,8882
Nationwide Cohort,HIR-M3 Transformer,0.22,Sweep,0.2572,0.2555,0.1467,0.9896,0.1489,0.7063,0.2631,0.2645,0.0036,0.014,0.0628,-0.0817,False,True,None,58967,8895
Nationwide Cohort,HIR-M3 Transformer,0.23,Sweep,0.2573,0.2555,0.1467,0.9895,0.1491,0.7063,0.2631,0.2645,0.0035,0.014,0.0628,-0.094,False,True,None,58958,8904
Nationwide Cohort,HIR-M3 Transformer,0.24,Sweep,0.2575,0.2555,0.1467,0.9892,0.1494,0.7063,0.2631,0.2645,0.0033,0.014,0.0628,-0.1066,False,True,None,58938,8924
Nationwide Cohort,HIR-M3 Transformer,0.25,Sweep,0.258,0.2556,0.1468,0.9891,0.1499,0.7063,0.2631,0.2645,0.004,0.0149,0.0628,-0.1195,False,True,None,58904,8958
Nationwide Cohort,HIR-M3 Transformer,0.26,Sweep,0.2588,0.2558,0.1469,0.989,0.1508,0.7063,0.2631,0.2645,0.0039,0.0149,0.0628,-0.1325,False,True,None,58851,9011
Nationwide Cohort,HIR-M3 Transformer,0.27,Sweep,0.2598,0.256,0.1471,0.9889,0.152,0.7063,0.2631,0.2645,0.0046,0.0157,0.0628,-0.1459,False,True,None,58781,9081
Nationwide Cohort,HIR-M3 Transformer,0.28,Sweep,0.2605,0.2562,0.1472,0.9889,0.1528,0.7063,0.2631,0.2645,0.0046,0.0157,0.0559,-0.1597,False,True,None,58731,9131
Nationwide Cohort,HIR-M3 Transformer,0.29,Sweep,0.2616,0.2564,0.1473,0.9884,0.1541,0.7063,0.2631,0.2645,0.0041,0.0157,0.0559,-0.1737,False,True,None,58651,9211
Nationwide Cohort,HIR-M3 Transformer,0.3,Sweep,0.2632,0.2567,0.1475,0.988,0.156,0.7063,0.2631,0.2645,0.0076,0.0196,0.0559,-0.1879,False,True,None,58535,9327
Nationwide Cohort,HIR-M3 Transformer,0.31,Sweep,0.2646,0.257,0.1477,0.9872,0.1578,0.7063,0.2631,0.2645,0.0133,0.0261,0.0598,-0.2025,False,True,None,58422,9440
Nationwide Cohort,HIR-M3 Transformer,0.32,Sweep,0.2667,0.2574,0.148,0.9865,0.1602,0.7063,0.2631,0.2645,0.0126,0.0261,0.0579,-0.2172,False,True,None,58271,9591
Nationwide Cohort,HIR-M3 Transformer,0.33,Sweep,0.2693,0.2579,0.1484,0.9858,0.1633,0.7063,0.2631,0.2645,0.012,0.0261,0.0554,-0.232,False,True,None,58082,9780
Nationwide Cohort,HIR-M3 Transformer,0.34,Sweep,0.2723,0.2584,0.1487,0.9842,0.167,0.7063,0.2631,0.2645,0.0104,0.0261,0.0683,-0.2471,False,True,None,57848,10014
Nationwide Cohort,HIR-M3 Transformer,0.35,Sweep,0.2755,0.2591,0.1492,0.9833,0.1709,0.7063,0.2631,0.2645,0.016,0.0327,0.0701,-0.2623,False,True,None,57615,10247
Nationwide Cohort,HIR-M3 Transformer,0.36,Sweep,0.2796,0.26,0.1498,0.9825,0.1757,0.7063,0.2631,0.2645,0.0152,0.0327,0.0794,-0.2774,False,True,None,57321,10541
Nationwide Cohort,HIR-M3 Transformer,0.37,Sweep,0.284,0.2609,0.1504,0.9809,0.181,0.7063,0.2631,0.2645,0.0136,0.0327,0.0922,-0.2927,False,True,None,56994,10868
Nationwide Cohort,HIR-M3 Transformer,0.38,Sweep,0.2893,0.2619,0.1512,0.9788,0.1873,0.7063,0.2631,0.2645,0.0115,0.0327,0.0967,-0.3078,False,True,None,56601,11261
Nationwide Cohort,HIR-M3 Transformer,0.39,Sweep,0.2953,0.2629,0.1519,0.9756,0.1947,0.7063,0.2631,0.2645,0.0148,0.0392,0.1031,-0.3229,False,True,None,56136,11726
Nationwide Cohort,HIR-M3 Transformer,0.4,Sweep,0.3029,0.2641,0.1528,0.9712,0.2041,0.7063,0.2631,0.2645,0.0235,0.0523,0.1057,-0.3372,False,True,None,55543,12319
Nationwide Cohort,HIR-M3 Transformer,0.41,Sweep,0.3109,0.2654,0.1538,0.9665,0.2139,0.7063,0.2631,0.2645,0.0253,0.0588,0.1207,-0.3514,False,True,None,54922,12940
Nationwide Cohort,HIR-M3 Transformer,0.42,Sweep,0.3201,0.2671,0.1551,0.962,0.2252,0.7063,0.2631,0.2645,0.0339,0.0719,0.1421,-0.3649,False,True,None,54214,13648
Nationwide Cohort,HIR-M3 Transformer,0.43,Sweep,0.3292,0.2685,0.1562,0.956,0.2365,0.7063,0.2631,0.2645,0.054,0.057,0.1379,-0.3786,False,True,None,53494,14368
Nationwide Cohort,HIR-M3 Transformer,0.44,Sweep,0.3385,0.27,0.1574,0.9498,0.2481,0.7063,0.2631,0.2645,0.087,0.0944,0.1519,-0.3923,False,True,None,52755,15107
Nationwide Cohort,HIR-M3 Transformer,0.45,Sweep,0.349,0.2721,0.1589,0.9444,0.261,0.7063,0.2631,0.2645,0.1078,0.1152,0.1919,-0.4051,False,True,None,51945,15917
Nationwide Cohort,HIR-M3 Transformer,0.46,Sweep,0.3599,0.2738,0.1604,0.937,0.2746,0.7063,0.2631,0.2645,0.1134,0.1238,0.218,-0.4176,False,True,None,51075,16787
Nationwide Cohort,HIR-M3 Transformer,0.47,Sweep,0.3728,0.276,0.1621,0.9284,0.2906,0.7063,0.2631,0.2645,0.1179,0.1306,0.2475,-0.4285,False,True,None,50054,17808
Nationwide Cohort,HIR-M3 Transformer,0.48,Sweep,0.3869,0.2781,0.1639,0.9171,0.3085,0.7063,0.2631,0.2645,0.1393,0.1544,0.2707,-0.438,False,True,None,48897,18965
Nationwide Cohort,HIR-M3 Transformer,0.49,Sweep,0.4023,0.2804,0.1659,0.904,0.3281,0.7063,0.2631,0.2645,0.172,0.1878,0.2833,-0.4459,False,True,None,47623,20239
Nationwide Cohort,HIR-M3 Transformer,0.5,Default,0.4224,0.2828,0.1683,0.8841,0.3541,0.7063,0.2631,0.2645,0.1782,0.1941,0.3065,-0.4488,False,True,None,45913,21949
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.1,Sweep,0.6319,0.283,0.1889,0.5638,0.642,0.655,0.2163,0.1093,0.0971,0.1386,0.1729,0.038,False,True,None,26092,41770
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.11,ACT-Parity,0.713,0.288,0.2116,0.4506,0.7518,0.655,0.2163,0.1093,0.184,0.2366,0.1734,0.0313,False,True,None,18613,49249
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.12,Sweep,0.7473,0.2826,0.2227,0.3863,0.8007,0.655,0.2163,0.1093,0.1863,0.2165,0.147,0.0261,False,True,None,15162,52700
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.13,Sweep,0.7713,0.2743,0.232,0.3355,0.8358,0.655,0.2163,0.1093,0.1355,0.1636,0.1069,0.0218,False,True,None,12642,55220
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.14,Sweep,0.7976,0.2662,0.2497,0.285,0.8734,0.655,0.2163,0.1093,0.1516,0.1766,0.0962,0.0188,False,True,None,9976,57886
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.15,Sweep,0.8162,0.2555,0.2671,0.2448,0.9007,0.655,0.2163,0.1093,0.1782,0.2127,0.0903,0.0163,False,True,None,8013,59849
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.16,Sweep,0.8254,0.2406,0.2736,0.2147,0.9157,0.655,0.2163,0.1093,0.1481,0.173,0.0702,0.0137,False,True,None,6860,61002
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.17,Sweep,0.833,0.2229,0.2783,0.1859,0.9287,0.655,0.2163,0.1093,0.1192,0.1425,0.0583,0.0112,False,True,None,5839,62023
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.18,Sweep,0.8393,0.2064,0.2835,0.1622,0.9394,0.655,0.2163,0.1093,0.0956,0.1143,0.0641,0.0093,False,True,None,5002,62860
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.19,Sweep,0.8458,0.1892,0.2932,0.1397,0.9502,0.655,0.2163,0.1093,0.073,0.0854,0.0718,0.0078,False,True,None,4165,63697
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.2,Sweep,0.8507,0.1695,0.2988,0.1183,0.959,0.655,0.2163,0.1093,0.1183,0.1298,0.064,0.0063,False,True,None,3460,64402
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.21,Sweep,0.8551,0.1504,0.3075,0.0995,0.9669,0.655,0.2163,0.1093,0.0995,0.1083,0.0418,0.0051,False,True,None,2829,65033
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.22,Sweep,0.859,0.1268,0.3133,0.0795,0.9742,0.655,0.2163,0.1093,0.0795,0.0901,0.0412,0.0039,False,True,None,2218,65644
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.23,Sweep,0.8629,0.1024,0.3266,0.0607,0.9815,0.655,0.2163,0.1093,0.0607,0.0777,0.0323,0.003,False,True,None,1626,66236
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.24,Sweep,0.8656,0.0767,0.3325,0.0434,0.9871,0.655,0.2163,0.1093,0.0434,0.0521,0.036,0.002,False,True,None,1140,66722
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.25,Sweep,0.8684,0.0445,0.3438,0.0238,0.9933,0.655,0.2163,0.1093,0.0238,0.0289,0.0154,0.0011,False,True,None,605,67257
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.26,Sweep,0.8697,0.0247,0.3436,0.0128,0.9964,0.655,0.2163,0.1093,0.0128,0.019,0.0172,0.0005,False,True,None,326,67536
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.27,Sweep,0.8709,0.0099,0.3964,0.005,0.9989,0.655,0.2163,0.1093,0.005,0.0091,0.0097,0.0003,False,True,None,111,67751
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.28,Sweep,0.871,0.0064,0.4242,0.0032,0.9994,0.655,0.2163,0.1093,0.0032,0.005,0.0097,0.0002,False,True,None,66,67796
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.29,Sweep,0.8711,0.0025,0.3929,0.0013,0.9997,0.655,0.2163,0.1093,0.0013,0.0025,0.0048,0.0001,False,True,None,28,67834
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.3,Sweep,0.8712,0.0007,0.3333,0.0003,0.9999,0.655,0.2163,0.1093,0.0003,0.0018,0.0003,0.0,False,True,None,9,67853
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.31,Sweep,0.8712,0.0002,0.25,0.0001,0.9999,0.655,0.2163,0.1093,0.0001,0.0008,0.0003,-0.0,False,True,None,4,67858
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.32,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0003,-0.0,False,True,None,2,67860
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.33,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0001,-0.0,False,True,None,1,67861
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.34,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0001,-0.0,False,True,None,1,67861
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.35,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.36,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.37,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.38,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.39,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.4,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.41,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.42,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.43,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.44,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.45,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.46,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.47,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.48,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.49,Sweep,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,HIR-M3 Transformer with ACT-parity,0.5,Default,0.8712,0.0,0.0,0.0,1.0,0.655,0.2163,0.1093,0.0,0.0,0.0,0.0,False,True,None,0,67862
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.1,Sweep,0.2716,0.2605,0.1498,0.9961,0.1644,0.8239,0.4156,0.173,0.0026,0.0065,0.0679,0.0474,False,True,None,58106,9756
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.11,Sweep,0.2843,0.2637,0.152,0.995,0.1793,0.8239,0.4156,0.173,0.0039,0.0089,0.0898,0.0398,False,True,None,57219,10643
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.12,Sweep,0.2966,0.2669,0.1541,0.9941,0.1935,0.8239,0.4156,0.173,0.0048,0.0107,0.1061,0.0322,False,True,None,56371,11491
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.13,Sweep,0.3088,0.27,0.1563,0.9927,0.2076,0.8239,0.4156,0.173,0.0052,0.0125,0.1148,0.0247,False,True,None,55522,12340
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.14,Sweep,0.3212,0.2735,0.1586,0.9919,0.222,0.8239,0.4156,0.173,0.0062,0.0143,0.1159,0.0174,False,True,None,54665,13197
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.15,Sweep,0.3345,0.2771,0.1611,0.9905,0.2375,0.8239,0.4156,0.173,0.0066,0.0161,0.1192,0.0104,False,True,None,53738,14124
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.16,Sweep,0.3478,0.2809,0.1637,0.9889,0.253,0.8239,0.4156,0.173,0.0085,0.0196,0.11,0.0034,False,True,None,52808,15054
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.17,Sweep,0.361,0.2846,0.1663,0.9866,0.2686,0.8239,0.4156,0.173,0.0128,0.0261,0.113,-0.0034,False,True,None,51868,15994
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.18,Sweep,0.3751,0.2887,0.1691,0.9844,0.285,0.8239,0.4156,0.173,0.0171,0.0327,0.1165,-0.0099,False,True,None,50875,16987
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.19,Sweep,0.3896,0.2929,0.1722,0.9817,0.3021,0.8239,0.4156,0.173,0.0484,0.0667,0.1142,-0.0162,False,True,None,49844,18018
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.2,Sweep,0.4051,0.2976,0.1755,0.9785,0.3204,0.8239,0.4156,0.173,0.0452,0.0667,0.1143,-0.022,False,True,None,48733,19129
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.21,Sweep,0.4214,0.3026,0.1791,0.9747,0.3396,0.8239,0.4156,0.173,0.0414,0.0667,0.1119,-0.0274,False,True,None,47562,20300
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.22,Sweep,0.4377,0.3078,0.1829,0.9707,0.3588,0.8239,0.4156,0.173,0.0374,0.0404,0.1215,-0.0325,False,True,None,46391,21471
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.23,Sweep,0.4542,0.3131,0.1868,0.9657,0.3785,0.8239,0.4156,0.173,0.0323,0.0344,0.1176,-0.0373,False,True,None,45183,22679
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.24,Sweep,0.4707,0.3185,0.1909,0.9603,0.3983,0.8239,0.4156,0.173,0.0322,0.0364,0.1153,-0.0419,False,True,None,43969,23893
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.25,Sweep,0.4862,0.3236,0.1949,0.9542,0.417,0.8239,0.4156,0.173,0.0261,0.0322,0.1197,-0.0464,False,True,None,42807,25055
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.26,Sweep,0.5004,0.3282,0.1985,0.9474,0.4344,0.8239,0.4156,0.173,0.0193,0.0273,0.1175,-0.0511,False,True,None,41722,26140
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.27,Sweep,0.5144,0.3332,0.2024,0.942,0.4512,0.8239,0.4156,0.173,0.0204,0.0297,0.1011,-0.0555,False,True,None,40679,27183
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.28,Sweep,0.5282,0.3379,0.2062,0.9348,0.4681,0.8239,0.4156,0.173,0.0681,0.0807,0.1093,-0.0598,False,True,None,39619,28243
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.29,Sweep,0.5409,0.3429,0.2102,0.9301,0.4834,0.8239,0.4156,0.173,0.0634,0.0722,0.1065,-0.064,False,True,None,38674,29188
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.3,Sweep,0.5527,0.3474,0.2139,0.924,0.4978,0.8239,0.4156,0.173,0.0574,0.0664,0.1058,-0.0685,False,True,None,37765,30097
Nationwide Cohort,XGBoost + HIR-M3 Ensemble (90:10),0.31,Sweep,0.5643,0.3518,0.2176,0.9179,0.5121,0.8239,0.4156,0.173,0.0512,0.0639,0.1058,-0.0728,False,True,None,36870,30992
