Cohort,Cohort Size,Num Features,Model,Metric,Mean,CI_Lower,CI_Upper,Formatted
Texas Cohort,232581,720,HIR-M3 Transformer,ROC_AUC,0.8218555736690422,0.8175540507631939,0.827294585298547,0.8219 (0.8176 - 0.8273)
Texas Cohort,232581,720,HIR-M3 Transformer,PR_AUC,0.4758168747197387,0.46281992577529685,0.4892749948524014,0.4758 (0.4628 - 0.4893)
Texas Cohort,232581,720,HIR-M3 Transformer,F1_Score,0.4815564993183522,0.4719329874287469,0.4900298549184255,0.4816 (0.4719 - 0.4900)
Texas Cohort,232581,720,HIR-M3 Transformer,Accuracy,0.8010255390502397,0.7977067523701012,0.8044376249543178,0.8010 (0.7977 - 0.8044)
Texas Cohort,232581,720,HIR-M3 Transformer,Precision,0.4012048311487399,0.390767286967125,0.41009016317753155,0.4012 (0.3908 - 0.4101)
Texas Cohort,232581,720,HIR-M3 Transformer,Recall_Sensitivity,0.6021950223291037,0.5920551554315341,0.6140652960006739,0.6022 (0.5921 - 0.6141)
Texas Cohort,232581,720,HIR-M3 Transformer,Specificity,0.8370685985307266,0.8337547636356017,0.8405837240408176,0.8371 (0.8338 - 0.8406)
Texas Cohort,232581,720,HIR-M3 Transformer,Brier_Score,0.10327271004659831,0.10158960770568044,0.10550099204359097,0.1033 (0.1016 - 0.1055)
Texas Cohort,232581,720,Weighted Ensemble,ROC_AUC,0.8265992501712611,0.8216073611084654,0.8319275461583089,0.8266 (0.8216 - 0.8319)
Texas Cohort,232581,720,Weighted Ensemble,PR_AUC,0.48297461816018755,0.47072575988833426,0.496411619987573,0.4830 (0.4707 - 0.4964)
Texas Cohort,232581,720,Weighted Ensemble,F1_Score,0.4859346243409547,0.47610539721308387,0.49552344070920323,0.4859 (0.4761 - 0.4955)
Texas Cohort,232581,720,Weighted Ensemble,Accuracy,0.8062038609540597,0.8025668035341919,0.8095357611195907,0.8062 (0.8026 - 0.8095)
Texas Cohort,232581,720,Weighted Ensemble,Precision,0.40978179969498885,0.39856633072715186,0.4191351630334633,0.4098 (0.3986 - 0.4191)
Texas Cohort,232581,720,Weighted Ensemble,Recall_Sensitivity,0.5968957483871471,0.5878593157322433,0.6085589354312583,0.5969 (0.5879 - 0.6086)
Texas Cohort,232581,720,Weighted Ensemble,Specificity,0.844147176756643,0.840847425031201,0.8475393616173105,0.8441 (0.8408 - 0.8475)
Texas Cohort,232581,720,Weighted Ensemble,Brier_Score,0.10385624670683721,0.10232230837230886,0.10571466235560736,0.1039 (0.1023 - 0.1057)
