Cohort,Setting,Cohort Size,Num Features,Model,Metric,Mean,CI_Lower,CI_Upper,Formatted
Nationwide Cohort - Rural,Rural,114867,2075,LightGBM,Accuracy,0.7688519630887088,0.7632541133455211,0.7747573343779925,0.7689 (0.7633 - 0.7748)
Nationwide Cohort - Rural,Rural,114867,2075,LightGBM,Precision,0.29236880028609535,0.27986055064928717,0.3044240313765242,0.2924 (0.2799 - 0.3044)
Nationwide Cohort - Rural,Rural,114867,2075,LightGBM,Recall_Sensitivity,0.4453337317285711,0.4266142439376135,0.460336354102375,0.4453 (0.4266 - 0.4603)
Nationwide Cohort - Rural,Rural,114867,2075,LightGBM,Specificity,0.822216891799172,0.8176356546000103,0.8276561373705401,0.8222 (0.8176 - 0.8277)
Nationwide Cohort - Rural,Rural,114867,2075,LightGBM,Brier_Score,0.177909121582097,0.17578403579393917,0.17977159335086734,0.1779 (0.1758 - 0.1798)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,ROC_AUC,0.7036390633549732,0.695047213731935,0.7128070684122622,0.7036 (0.6950 - 0.7128)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,PR_AUC,0.31937355252146105,0.304555421457059,0.3348367735986335,0.3194 (0.3046 - 0.3348)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,F1_Score,0.3556250332050077,0.3432813104956461,0.3670024013359802,0.3556 (0.3433 - 0.3670)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,Accuracy,0.741806607469313,0.7364792809262645,0.7475428745538435,0.7418 (0.7365 - 0.7475)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,Precision,0.27499499861869875,0.2637923189950631,0.28579086382485935,0.2750 (0.2638 - 0.2858)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,Recall_Sensitivity,0.5032537305113947,0.48550101484884095,0.518761024991641,0.5033 (0.4855 - 0.5188)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,Specificity,0.7811566184376545,0.7756404210228199,0.7861120312108139,0.7812 (0.7756 - 0.7861)
Nationwide Cohort - Rural,Rural,114867,2075,XGBoost,Brier_Score,0.18996373177154602,0.1880827197461922,0.19190943686862985,0.1900 (0.1881 - 0.1919)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,ROC_AUC,0.7130289755150323,0.7038785594060788,0.7218892441941576,0.7130 (0.7039 - 0.7219)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,PR_AUC,0.33024652515727326,0.31612884790133794,0.34403465391659077,0.3302 (0.3161 - 0.3440)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,F1_Score,0.3623186963139647,0.34926456355735785,0.37527658579577766,0.3623 (0.3493 - 0.3753)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,Accuracy,0.7583655436580483,0.7522394881170018,0.7642128057804475,0.7584 (0.7522 - 0.7642)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,Precision,0.2892503174777142,0.27661959198989755,0.3014432178442258,0.2893 (0.2766 - 0.3014)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,Recall_Sensitivity,0.4848810248785199,0.4681226323655522,0.5021742924737761,0.4849 (0.4681 - 0.5022)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,Specificity,0.8034781183565548,0.7979521607877575,0.8084028544037465,0.8035 (0.7980 - 0.8084)
Nationwide Cohort - Rural,Rural,114867,2075,CatBoost,Brier_Score,0.2022338278359239,0.20042207865950912,0.20428040208628143,0.2022 (0.2004 - 0.2043)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,ROC_AUC,0.6622016059860151,0.6523089639590104,0.6719940325268878,0.6622 (0.6523 - 0.6720)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,PR_AUC,0.24873105265256384,0.23575883545925594,0.25812469834059965,0.2487 (0.2358 - 0.2581)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,F1_Score,0.3020395123103413,0.29282309988754845,0.31196901188600656,0.3020 (0.2928 - 0.3120)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,Accuracy,0.5594728823887872,0.5534941673195787,0.5654370157569427,0.5595 (0.5535 - 0.5654)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,Precision,0.1947058915554031,0.18768893416571508,0.20196191197921812,0.1947 (0.1877 - 0.2020)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,Recall_Sensitivity,0.6732405405956453,0.6581950254037602,0.689083131983513,0.6732 (0.6582 - 0.6891)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,Specificity,0.5407055982616044,0.534336131086521,0.5479383792093385,0.5407 (0.5343 - 0.5479)
Nationwide Cohort - Rural,Rural,114867,2075,Random Forest,Brier_Score,0.15511544329214197,0.15339446918435962,0.1567996834588948,0.1551 (0.1534 - 0.1568)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,ROC_AUC,0.7087851176446404,0.6997575791349492,0.7172970576667469,0.7088 (0.6998 - 0.7173)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,PR_AUC,0.31674658648462617,0.3025940925025883,0.3310378561473577,0.3167 (0.3026 - 0.3310)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,F1_Score,0.3544638273881038,0.3428088305559668,0.36410692715185794,0.3545 (0.3428 - 0.3641)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,Accuracy,0.713009271350222,0.7069295725602855,0.718567728736833,0.7130 (0.7069 - 0.7186)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,Precision,0.26006797810183174,0.2508508900686156,0.26931040059324585,0.2601 (0.2509 - 0.2693)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,Recall_Sensitivity,0.5565437104634126,0.5390207839227898,0.5739631264585716,0.5565 (0.5390 - 0.5740)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,Specificity,0.7388190678943015,0.7327689716873175,0.7449036378244434,0.7388 (0.7328 - 0.7449)
Nationwide Cohort - Rural,Rural,114867,2075,Gradient Boosting,Brier_Score,0.2102401009957631,0.2088230203407112,0.21191635099797654,0.2102 (0.2088 - 0.2119)
Nationwide Cohort - Rural,Rural,114867,2075,Logistic Regression,ROC_AUC,0.6970922561398732,0.6872642974439634,0.7077048079435064,0.6971 (0.6873 - 0.7077)
