Threshold,ROC_AUC,PR_AUC,F1_Score,Accuracy,Precision,Recall,Recall_Sensitivity,Specificity,Brier_Score,TP,TN,FP,FN,Cohort,Subgroup,Cohort Size,Num Features,Model
0.35779024021618944,0.6326237683607779,0.4789419587927633,0.5247091204804204,0.5428399518652226,0.4115799803729146,0.7236024844720497,0.7236024844720497,0.4460458240946046,0.21882579591419668,2097,2414,2998,801,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,Random Forest
0.3297658518565859,0.6486773506921969,0.4984843633749782,0.5372303409881698,0.51985559566787,0.40461215932914046,0.7991718426501035,0.7991718426501035,0.37028824833702884,0.2246455674754805,2316,2004,3408,582,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,LightGBM
0.40638468634178115,0.6610883617776513,0.5098709957322601,0.5393231068906744,0.5446450060168472,0.4166666666666667,0.7643202208419599,0.7643202208419599,0.4270140428677014,0.2268930707351195,2215,2311,3101,683,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,CatBoost
0.40140312910079956,0.6564028152045119,0.5018971464966483,0.5379835129993659,0.561612515042118,0.42530579506717464,0.7318840579710145,0.7318840579710145,0.4704360679970436,0.22528036568665077,2121,2546,2866,777,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,XGBoost
0.3964781714860966,0.6578794178210934,0.5106918238987084,0.5396533914839894,0.5173285198555957,0.4042992261392949,0.8112491373360938,0.8112491373360938,0.35994087213599407,0.22832830074333701,2351,1948,3464,547,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,Gradient Boosting
0.3117690260012076,0.6336188604216176,0.4761037807989888,0.5260309557311397,0.47304452466907343,0.38322031225358777,0.8385093167701864,0.8385093167701864,0.27734663710273466,0.2421363631313519,2430,1501,3911,468,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,Logistic Regression
0.37665361166000366,0.6365598557406617,0.47296652056549277,0.5340633884384542,0.4675090252707581,0.3843006516138809,0.8750862663906143,0.8750862663906143,0.2492609016999261,0.23596923351687016,2536,1349,4063,362,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,Standard MLP
0.4213283956050873,0.5905743543601445,0.4179001985796705,0.5171266744583295,0.3536702767749699,0.3496656534954407,0.9924085576259489,0.9924085576259489,0.01164079822616408,0.255095964904685,2876,63,5349,22,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,Standard Transformer
0.46371519565582275,0.5939865312214199,0.42517684181023674,0.4580152671755725,0.6155234657039711,0.45045045045045046,0.4658385093167702,0.4658385093167702,0.6956762749445676,0.22773532954085987,1350,3765,1647,1548,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,SAINT Transformer
0.4372047781944275,0.5902179396346947,0.41651432014166934,0.5187675070028012,0.37978339350180507,0.35560675883256526,0.9585921325051759,0.9585921325051759,0.06984478935698447,0.24394304422002105,2778,378,5034,120,Nationwide Cohort,Heart Failure + Hypertension (hf+hyp),41550,2075,HIR-M3 Transformer
