Method,Dataset,Feature_Short,Score_TX,Score_Nationwide,Score_Diff,Abs_Diff
Lasso (L1 LogReg),Diabetic Patients,BMI: Overweight,0.0,-0.0349391545775897,0.0349391545775897,0.0349391545775897
Lasso (L1 LogReg),Heart Failure Patients,Primary Dx – Circulatory: I50.32,0.0,-0.0332650425104176,0.0332650425104176,0.0332650425104176
HIR-M3 Attention Importance,Complete Cohort,"Dx2 – Mental/Behavioral: F32.9, F41.9",0.0349131152033805,0.0017655963310971,0.0331475188722834,0.0331475188722834
HIR-M3 Attention Importance,Complete Cohort,"Dx2 – Mental/Behavioral: F32.9, F41.9",0.0349131152033805,0.0022201568353921,0.0326929583679884,0.0326929583679884
XGBoost Importance,Heart Failure Patients,Days Cared For,0.0169847216457128,0.0484546869993209,-0.031469965353608104,0.031469965353608104
Lasso (L1 LogReg),Heart Failure Patients,Primary Dx – Factors Influencing Health Status: Z79.82,0.0329029210683855,0.0020668711015248,0.0308360499668607,0.0308360499668607
Lasso (L1 LogReg),Heart Failure Patients,HIPPS: 1BGKS,0.0,-0.0301433692595226,0.0301433692595226,0.0301433692595226
HIR-M3 Attention Importance,Complete Cohort,"Dx5 – Circulatory: I10., M62.81",0.0353390611708164,0.0060228682123124,0.029316192958504,0.029316192958504
Lasso (L1 LogReg),Heart Failure Patients,HIPPS: 1CHKW,0.0,0.0290992353448097,-0.0290992353448097,0.0290992353448097
Random Forest Importance,Heart Failure Patients,elix swiss score,0.0265172894842714,0.0551786517466471,-0.0286613622623757,0.0286613622623757
HIR-M3 Attention Importance,Complete Cohort,Acs % Hh Other Comp Only,0.0295346155762672,0.0014089321484789,0.0281256834277883,0.0281256834277883
Lasso (L1 LogReg),Heart Failure Patients,Dx4 – Symptoms/Signs: R26.2,-0.0184245338811373,0.00925541560428,-0.0276799494854173,0.0276799494854173
Lasso (L1 LogReg),Heart Failure Patients,dementia,0.0,-0.0275940688848015,0.0275940688848015,0.0275940688848015
Lasso (L1 LogReg),Heart Failure Patients,HYPC,0.0432584497845864,0.0163380142163014,0.026920435568285002,0.026920435568285002
Random Forest Importance,Complete Cohort,HYPC,0.0052066858599071,0.0320739120562782,-0.0268672261963711,0.0268672261963711
Lasso (L1 LogReg),Heart Failure Patients,HIPPS: 1AGKS,-0.002874618295416,-0.0297290733799334,0.0268544550845174,0.0268544550845174
HIR-M3 Attention Importance,Complete Cohort,Dx1 – Symptoms/Signs: R26.2,0.0059922290965914,0.0326019115746021,-0.0266096824780107,0.0266096824780107
Random Forest Importance,Complete Cohort,CHF,0.0036465951362004,0.0298890033283734,-0.026242408192172998,0.026242408192172998
Lasso (L1 LogReg),Heart Failure Patients,Dx4 – Factors Influencing Health Status: Z79.82,0.0,0.0262418467135858,-0.0262418467135858,0.0262418467135858
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Tablet,0.024,-0.002,0.026000000000000002,0.026000000000000002
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Hh Pc,0.0275999999999999,0.003,0.0245999999999999,0.0245999999999999
Random Forest Importance,Hypertensive Patients,Primary Dx – Circulatory: I50.22,0.0001937052980791,0.0246261847253456,-0.0244324794272665,0.0244324794272665
Random Forest Importance,Complete Cohort,Age,0.0342143056236195,0.0100950293088433,0.024119276314776197,0.024119276314776197
Random Forest Importance,Diabetic Patients,HYPUNC,0.0070773179458748,0.0310270044834065,-0.023949686537531698,0.023949686537531698
Random Forest Importance,Hypertensive Patients,Age,0.035087196472128,0.01133087311649,0.023756323355637998,0.023756323355637998
Random Forest Importance,Complete Cohort,Facility Internal ID freq,0.0288213737632065,0.0054816986830451,0.0233396750801614,0.0233396750801614
Random Forest Importance,Diabetic Patients,Age,0.0338027452344774,0.0106008805701463,0.0232018646643311,0.0232018646643311
Random Forest Importance,Complete Cohort,Agency Medicare Number freq,0.0285217637742932,0.0056764241618186,0.0228453396124746,0.0228453396124746
Random Forest Importance,Hypertensive Patients,Agency Medicare Number freq,0.0307706998288658,0.0081616416325326,0.0226090581963332,0.0226090581963332
Random Forest Importance,Heart Failure Patients,Agency Medicare Number freq,0.030380383163095,0.0078348322111767,0.0225455509519183,0.0225455509519183
Random Forest Importance,Diabetic Patients,Agency Medicare Number freq,0.0304347457281885,0.0081848645925918,0.0222498811355967,0.0222498811355967
XGBoost Importance,Hypertensive Patients,Days Cared For,0.012829995714128,0.0350447297096252,-0.022214733995497202,0.022214733995497202
Random Forest Importance,Heart Failure Patients,Facility Internal ID freq,0.0296113766010055,0.0075683554422624,0.0220430211587431,0.0220430211587431
Random Forest Importance,Hypertensive Patients,Facility Internal ID freq,0.0302617811607943,0.0082368938392755,0.022024887321518798,0.022024887321518798
Random Forest Importance,Heart Failure Patients,Age,0.0332451910691529,0.0112288416818123,0.0220163493873406,0.0220163493873406
Random Forest Importance,Complete Cohort,elix quan ageadj,0.0203592859905714,0.0422903333398623,-0.021931047349290897,0.021931047349290897
Random Forest Importance,Complete Cohort,elix quan score,0.0133180976178172,0.0351996066116388,-0.021881508993821602,0.021881508993821602
Random Forest Importance,Diabetic Patients,Facility Internal ID freq,0.0300473439151637,0.0088001228038849,0.0212472211112788,0.0212472211112788
Random Forest Importance,Diabetic Patients,elix quan score,0.0150161240737957,0.0354448536898498,-0.020428729616054103,0.020428729616054103
Random Forest Importance,Complete Cohort,charlson score,0.0110055731029812,0.0313957111940211,-0.0203901380910399,0.0203901380910399
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Graduate Dgr,0.0227260743474821,0.0025,0.020226074347482102,0.020226074347482102
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Vet Hs,0.0202,0.0,0.0202,0.0202
Random Forest Importance,Complete Cohort,elix swiss ageadj,0.02170578019039,0.0416983387737304,-0.0199925585833404,0.0199925585833404
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh Internet,-0.0008963880833114,0.018,-0.0188963880833114,0.0188963880833114
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh No Comp Dev,0.0337991036119166,0.0155,0.018299103611916598,0.018299103611916598
XGBoost Importance,Diabetic Patients,Days Cared For,0.0127065181732177,0.0308220218867063,-0.0181155037134886,0.0181155037134886
Random Forest Importance,Diabetic Patients,HYPC,0.0060116962508561,0.0239590240608117,-0.017947327809955598,0.017947327809955598
Random Forest Importance,Hypertensive Patients,Dx5 – Circulatory: I50.22,0.0002444882773846,0.0181560528260094,-0.0179115645486248,0.0179115645486248
Random Forest Importance,Heart Failure Patients,elix quan ageadj,0.0269845276513865,0.0445214519359271,-0.017536924284540602,0.017536924284540602
Permutation Importance (Ridge/LogReg),Diabetic Patients,POP RUR,0.0162399999999999,-0.001,0.0172399999999999,0.0172399999999999
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh 1Pers,0.0189823358818876,0.002,0.0169823358818876,0.0169823358818876
Random Forest Importance,Diabetic Patients,CHF,0.0047215593228891,0.0216308432297421,-0.016909283906853,0.016909283906853
Random Forest Importance,Complete Cohort,ByDiscipline RN,0.0015385332387059,0.0180290962154928,-0.016490562976786898,0.016490562976786898
Random Forest Importance,Heart Failure Patients,elix swiss ageadj,0.0321540802266493,0.0480996334420195,-0.015945553215370202,0.015945553215370202
Random Forest Importance,Complete Cohort,ByDiscipline PT,0.0015825200339153,0.0175242525649373,-0.015941732531021997,0.015941732531021997
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Vet Bachelor,0.0169199999999999,0.001,0.0159199999999999,0.0159199999999999
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Hh No Internet,-0.00112,0.0145,-0.01562,0.01562
Random Forest Importance,Heart Failure Patients,Primary Dx – Circulatory: I50.22,0.001300202001526,0.0162489869373176,-0.014948784935791598,0.014948784935791598
Random Forest Importance,Diabetic Patients,elix quan ageadj,0.0226836819030905,0.0373898545732027,-0.014706172670112202,0.014706172670112202
Random Forest Importance,Diabetic Patients,elix swiss score,0.0163188477338054,0.0305986649037989,-0.014279817169993502,0.014279817169993502
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh No Internet,0.012654890587925,-0.0015,0.014154890587925,0.014154890587925
Random Forest Importance,Diabetic Patients,charlson score,0.0124473551732581,0.0259430080309776,-0.013495652857719498,0.013495652857719498
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Broadband,0.0014,0.0145,-0.0131,0.0131
XGBoost Importance,Complete Cohort,Days Cared For,0.0281952805817127,0.0412548892199993,-0.013059608638286601,0.013059608638286601
Permutation Importance (RF),Heart Failure Patients,CHF,0.0145531241761139,0.0014999999999999,0.013053124176114,0.013053124176114
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % College Associate Dgr,0.0128399999999999,0.0,0.0128399999999999,0.0128399999999999
Random Forest Importance,Hypertensive Patients,Dx4 – Circulatory: I50.22,0.0003192983251802,0.0127364478671191,-0.0124171495419389,0.0124171495419389
Random Forest Importance,Diabetic Patients,Dx5 – Circulatory: I50.22,0.000176966563942,0.0122866851833062,-0.0121097186193642,0.0121097186193642
Permutation Importance (Ridge/LogReg),Diabetic Patients,Days Cared For,0.0331599999999999,0.045,-0.0118400000000001,0.0118400000000001
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Bachelor Dgr,0.0198259952544159,0.008,0.0118259952544159,0.0118259952544159
Random Forest Importance,Diabetic Patients,Primary Dx – Genitourinary: N18.5,0.0005646946365237,0.0120550095692493,-0.011490314932725601,0.011490314932725601
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Graduate Dgr,0.00588,-0.0055,0.01138,0.01138
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Internet,0.0113599999999999,0.0,0.0113599999999999,0.0113599999999999
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh Smartphone Only,0.0038491958871605,0.015,-0.011150804112839498,0.011150804112839498
Random Forest Importance,Diabetic Patients,elix swiss ageadj,0.0242405914348954,0.0353297249054853,-0.011089133470589898,0.011089133470589898
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh Smartphone,-0.0005800158186132,0.0105,-0.0110800158186132,0.0110800158186132
Random Forest Importance,Hypertensive Patients,charlson survival 10yr,0.0152396336233109,0.0044783080900718,0.0107613255332391,0.0107613255332391
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Hh Cellular,0.01012391247034,-0.0005,0.01062391247034,0.01062391247034
Permutation Importance (Ridge/LogReg),Heart Failure Patients,ACS TOT GRANDCHILDREN GP,-0.0005800158186132,0.01,-0.0105800158186132,0.0105800158186132
Permutation Importance (RF),Diabetic Patients,Days Cared For,0.01048,0.0,0.01048,0.01048
XGBoost Importance,Hypertensive Patients,Primary Dx – Circulatory: I50.22,0.0,0.0103422841057181,-0.0103422841057181,0.0103422841057181
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Hh Above65,0.0102399999999999,0.0,0.0102399999999999,0.0102399999999999
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Pov Other,0.0012654890587924,0.0115,-0.0102345109412076,0.0102345109412076
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Inc50,-0.000105457421566,0.01,-0.010105457421566,0.010105457421566
Random Forest Importance,Complete Cohort,elix swiss score,0.014517509301997,0.0246027928803467,-0.0100852835783497,0.0100852835783497
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Vet Hs,0.0130767202741892,0.003,0.0100767202741892,0.0100767202741892
Random Forest Importance,Hypertensive Patients,"Primary Dx – Circulatory: I10., M62.81",0.0099599259061969,3.641859779014852e-06,0.009956284046417886,0.009956284046417886
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Smartphone Only,0.00576,-0.004,0.009760000000000001,0.009760000000000001
Permutation Importance (Ridge/LogReg),Heart Failure Patients,County: Bexar,0.0096493540732928,0.0,0.0096493540732928,0.0096493540732928
Random Forest Importance,Heart Failure Patients,charlson score,0.0152034432817165,0.0246319441078162,-0.0094285008260997,0.0094285008260997
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Vet College,-0.00228,0.007,-0.00928,0.00928
XGBoost Importance,Hypertensive Patients,County: Montgomery,0.0092017091810703,0.0,0.0092017091810703,0.0092017091810703
Random Forest Importance,Diabetic Patients,charlson ageadj,0.0166355689884637,0.0074783934694009,0.0091571755190628,0.0091571755190628
Random Forest Importance,Hypertensive Patients,"Dx1 – Circulatory: I10., M62.81",0.0090081703901685,4.8771810684055264e-05,0.008959398579484443,0.008959398579484443
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Person Inc Below99,0.0123912470340099,0.0035,0.0088912470340099,0.0088912470340099
XGBoost Importance,Diabetic Patients,County: Gregg,0.0088739525526762,0.0,0.0088739525526762,0.0088739525526762
XGBoost Importance,Hypertensive Patients,Dx1 – Digestive: K21.9,0.0088697308674454,0.0,0.0088697308674454,0.0088697308674454
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Acs % Person Inc Above200,-0.0008436593725283,0.008,-0.0088436593725283,0.0088436593725283
Random Forest Importance,Heart Failure Patients,"Dx3 – Circulatory: I10., M62.81",0.0089620894869495,0.0001303352671382,0.0088317542198113,0.0088317542198113
XGBoost Importance,Diabetic Patients,County: Montgomery,0.0087869996204972,0.0,0.0087869996204972,0.0087869996204972
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Hh Cellular,0.0232799999999999,0.0145,0.0087799999999999,0.0087799999999999
Permutation Importance (RF),Hypertensive Patients,Days Cared For,0.0087599999999999,0.0,0.0087599999999999,0.0087599999999999
Random Forest Importance,Hypertensive Patients,charlson ageadj,0.0166677995190736,0.0079423208469404,0.0087254786721332,0.0087254786721332
Permutation Importance (Ridge/LogReg),Diabetic Patients,Hispanic or Latino,0.0071999999999999,-0.0015,0.0086999999999999,0.0086999999999999
XGBoost Importance,Hypertensive Patients,elix swiss score,0.0093648601323366,0.0180196911096572,-0.008654830977320602,0.008654830977320602
Random Forest Importance,Complete Cohort,"Dx2 – Circulatory: I10., M62.81",0.0085340168328549,3.765510778807127e-05,0.008496361725066829,0.008496361725066829
Random Forest Importance,Heart Failure Patients,"Dx4 – Circulatory: I10., M62.81",0.0086955149198567,0.0002000710515407,0.008495443868315999,0.008495443868315999
XGBoost Importance,Complete Cohort,elix quan score,0.0085848122835159,0.0170697104185819,-0.008484898135066,0.008484898135066
Random Forest Importance,Complete Cohort,Gender Male,0.0094720500838178,0.0009902551746549,0.008481794909162899,0.008481794909162899
Random Forest Importance,Heart Failure Patients,"Dx2 – Circulatory: I10., M62.81",0.0085185948666533,3.766504338120775e-05,0.008480929823272093,0.008480929823272093
Random Forest Importance,Heart Failure Patients,"Dx1 – Circulatory: I10., M62.81",0.0085105705102158,3.9658316839884806e-05,0.008470912193375915,0.008470912193375915
Random Forest Importance,Complete Cohort,"Dx3 – Circulatory: I10., M62.81",0.008509636602709,7.191191667432581e-05,0.008437724686034674,0.008437724686034674
Random Forest Importance,Hypertensive Patients,"Dx3 – Circulatory: I10., M62.81",0.0084178379530533,6.462469428677566e-05,0.008353213258766526,0.008353213258766526
Random Forest Importance,Hypertensive Patients,"Dx2 – Circulatory: I10., M62.81",0.0082932987499496,7.027991566180092e-05,0.008223018834287799,0.008223018834287799
Random Forest Importance,Hypertensive Patients,CHF,0.0042666913029997,0.0124787206156419,-0.0082120293126422,0.0082120293126422
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Kid 1Prnt,0.0062,-0.002,0.008199999999999999,0.008199999999999999
Random Forest Importance,Hypertensive Patients,Gender Male,0.0092048223642031,0.0010131120192445,0.0081917103449586,0.0081917103449586
Permutation Importance (Ridge/LogReg),Heart Failure Patients,County: Harris,0.0081729501713682,0.0,0.0081729501713682,0.0081729501713682
Random Forest Importance,Heart Failure Patients,"Primary Dx – Circulatory: I10., M62.81",0.0081417358451,2.836746618556857e-06,0.008138899098481443,0.008138899098481443
Random Forest Importance,Complete Cohort,BMI: Overweight,0.0085682792072301,0.0004518816224669,0.008116397584763199,0.008116397584763199
Random Forest Importance,Diabetic Patients,Dx4 – Circulatory: I50.22,0.0003701787656878,0.0084115399422268,-0.008041361176538999,0.008041361176538999
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Agency Medicare Number freq,-0.0005272871078302,0.0075,-0.0080272871078302,0.0080272871078302
Permutation Importance (Ridge/LogReg),Heart Failure Patients,Dx4 – Circulatory: I50.22,0.0004745583970471,0.0085,-0.0080254416029529,0.0080254416029529
Random Forest Importance,Diabetic Patients,"Dx3 – Circulatory: I10., M62.81",0.0081419391560501,0.000117140775936,0.008024798380114101,0.008024798380114101
Random Forest Importance,Diabetic Patients,"Dx1 – Circulatory: I10., M62.81",0.0080591875375572,4.680749985782377e-05,0.008012380037699378,0.008012380037699378
Random Forest Importance,Complete Cohort,"Dx1 – Circulatory: I10., M62.81",0.0080539582081437,4.668996564608099e-05,0.008007268242497619,0.008007268242497619
XGBoost Importance,Complete Cohort,"Dx3 – Factors Influencing Health Status: Z96.651, M17.11",0.0,0.0080001382157206,-0.0080001382157206,0.0080001382157206
Random Forest Importance,Heart Failure Patients,Gender Male,0.008778911784733,0.0008565606867426,0.0079223510979904,0.0079223510979904
Random Forest Importance,Hypertensive Patients,BMI: Overweight,0.0086787291696274,0.0007647865651584,0.007913942604469,0.007913942604469
XGBoost Importance,Hypertensive Patients,"Primary Dx – Circulatory: I10., M62.81",0.0078902281820774,0.0,0.0078902281820774,0.0078902281820774
Random Forest Importance,Diabetic Patients,"Dx2 – Circulatory: I10., M62.81",0.008014978480215,0.0001312335373748,0.0078837449428402,0.0078837449428402
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Pub Assist,0.00536,-0.0025,0.00786,0.00786
Random Forest Importance,Hypertensive Patients,"Dx4 – Circulatory: I10., M62.81",0.0080242371953859,0.0001789360630413,0.0078453011323446,0.0078453011323446
Random Forest Importance,Diabetic Patients,Gender Male,0.0092313917815155,0.0014010520919721,0.0078303396895434,0.0078303396895434
Random Forest Importance,Complete Cohort,Dx4 – Circulatory: I50.22,0.0002956455632155,0.0080592714983824,-0.007763625935166899,0.007763625935166899
XGBoost Importance,Complete Cohort,Dx1 – Endocrine/Metabolic: E11.65,0.0077435439452528,0.0,0.0077435439452528,0.0077435439452528
Random Forest Importance,Complete Cohort,Dx5 – Circulatory: I50.22,0.000221993259343,0.0079249061538701,-0.007702912894527099,0.007702912894527099
Permutation Importance (Ridge/LogReg),Hypertensive Patients,HYPC,0.00532,0.013,-0.007679999999999999,0.007679999999999999
Random Forest Importance,Heart Failure Patients,"Dx5 – Circulatory: I10., M62.81",0.007931974455472,0.0002823243546761,0.0076496501007959,0.0076496501007959
XGBoost Importance,Heart Failure Patients,Primary Dx – Endocrine/Metabolic: E11.65,0.0075922450050711,0.0,0.0075922450050711,0.0075922450050711
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Posths Ed,0.00208,-0.0055,0.00758,0.00758
XGBoost Importance,Heart Failure Patients,hypothy,0.0075308820232748,0.0,0.0075308820232748,0.0075308820232748
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Alone Above65,0.00796,0.0005,0.00746,0.00746
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Dx5 – Circulatory: I50.22,-0.0001599999999999,-0.0075,0.0073400000000001,0.0073400000000001
Random Forest Importance,Heart Failure Patients,BMI: Overweight,0.0080982522718679,0.0008053422644849,0.007292910007383,0.007292910007383
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Person Inc Below99,-0.00072,0.0065,-0.00722,0.00722
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Cellular Only,0.00616,-0.001,0.00716,0.00716
XGBoost Importance,Heart Failure Patients,HIPPS: 1CGKS,0.0079199159517884,0.0008439968223683,0.0070759191294201,0.0070759191294201
Random Forest Importance,Hypertensive Patients,"Dx5 – Circulatory: I10., M62.81",0.0073040634202768,0.0002346485263959,0.0070694148938809,0.0070694148938809
Random Forest Importance,Hypertensive Patients,COPD,0.0057099167716192,0.0127432825875827,-0.0070333658159635,0.0070333658159635
XGBoost Importance,Heart Failure Patients,Primary Dx – Endocrine/Metabolic: E11.65,0.0075922450050711,0.0006009816424921,0.006991263362579,0.006991263362579
XGBoost Importance,Complete Cohort,Primary Dx – Endocrine/Metabolic: E11.65,0.0,0.0069657647982239,-0.0069657647982239,0.0069657647982239
XGBoost Importance,Diabetic Patients,Dx5 – Circulatory: I50.22,0.0,0.0069256257265806,-0.0069256257265806,0.0069256257265806
XGBoost Importance,Heart Failure Patients,"Primary Dx – Factors Influencing Health Status: Z48.812, I21.4",0.00691196648404,0.0,0.00691196648404,0.00691196648404
XGBoost Importance,Heart Failure Patients,"Primary Dx – Factors Influencing Health Status: Z48.812, I21.4",0.00691196648404,0.0,0.00691196648404,0.00691196648404
XGBoost Importance,Diabetic Patients,Primary Dx – Genitourinary: N18.5,0.0047156885266304,0.0115849860012531,-0.0068692974746227,0.0068692974746227
XGBoost Importance,Complete Cohort,Primary Dx – Cluster 35,0.0067822295241057,0.0,0.0067822295241057,0.0067822295241057
XGBoost Importance,Diabetic Patients,Dx1 – Digestive: K21.9,0.0083413682878017,0.0016076584579423,0.006733709829859399,0.006733709829859399
XGBoost Importance,Diabetic Patients,Dx1 – Factors Influencing Health Status: Z79.82,0.0066890660673379,0.0,0.0066890660673379,0.0066890660673379
XGBoost Importance,Hypertensive Patients,Dx3 – Cluster 31,0.0,0.0066202273592352,-0.0066202273592352,0.0066202273592352
XGBoost Importance,Diabetic Patients,Primary Dx – Endocrine/Metabolic: E11.65,0.0063278614543378,0.0,0.0063278614543378,0.0063278614543378
XGBoost Importance,Hypertensive Patients,Dx5 – Symptoms/Signs: R26.9,0.0062386286444962,0.0,0.0062386286444962,0.0062386286444962
XGBoost Importance,Hypertensive Patients,Dx5 – Symptoms/Signs: R26.9,0.0062386286444962,0.0,0.0062386286444962,0.0062386286444962
XGBoost Importance,Heart Failure Patients,Dx5 – Factors Influencing Health Status: Z79.84,0.0062074288725852,0.0,0.0062074288725852,0.0062074288725852
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Vet Bachelor,0.0072,0.001,0.0062,0.0062
XGBoost Importance,Heart Failure Patients,HIPPS: 5BHKS,0.0061524682678282,0.0,0.0061524682678282,0.0061524682678282
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh Smartphone,0.0036399999999999,-0.0025,0.0061399999999999,0.0061399999999999
XGBoost Importance,Hypertensive Patients,County: Martin,0.0,0.0061068907380104,-0.0061068907380104,0.0061068907380104
Permutation Importance (RF),Heart Failure Patients,Acs % Posths Ed,-0.0040601107302925,0.002,-0.0060601107302925,0.0060601107302925
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh 1Fam Food Stmp,0.00492,-0.001,0.00592,0.00592
XGBoost Importance,Hypertensive Patients,Dx5 – Circulatory: I50.22,0.001262417063117,0.0071548335254192,-0.005892416462302199,0.005892416462302199
Permutation Importance (Ridge/LogReg),Hypertensive Patients,HYPUNC,0.01028,0.0045,0.0057799999999999995,0.0057799999999999995
XGBoost Importance,Diabetic Patients,"Primary Dx – Respiratory: J18.9, J44.0",0.0057664811611175,0.0,0.0057664811611175,0.0057664811611175
XGBoost Importance,Heart Failure Patients,Primary Dx – Digestive: K21.9,0.0057358192279934,0.0,0.0057358192279934,0.0057358192279934
XGBoost Importance,Heart Failure Patients,Primary Dx – Factors Influencing Health Status: Z79.82,0.0057036420330405,0.0,0.0057036420330405,0.0057036420330405
XGBoost Importance,Complete Cohort,"Dx3 – Factors Influencing Health Status: Z79.01, Z51.81",0.0,0.0056961649097502,-0.0056961649097502,0.0056961649097502
Permutation Importance (RF),Heart Failure Patients,Acs % Hh Alone Above65,-0.0046928552596888,0.001,-0.0056928552596888,0.0056928552596888
Random Forest Importance,Heart Failure Patients,BMI: Obese Class1,0.0063769724681471,0.0007163444892212,0.0056606279789259,0.0056606279789259
Permutation Importance (Ridge/LogReg),Diabetic Patients,elix quan score,-0.00216,0.0035,-0.00566,0.00566
Permutation Importance (Ridge/LogReg),Diabetic Patients,BMI: Overweight,0.0006399999999999,-0.005,0.0056399999999999,0.0056399999999999
XGBoost Importance,Diabetic Patients,Primary Diagnosis ICD 10 C M Code Cluster Other,0.0068043656647205,0.0011898479424417,0.0056145177222787996,0.0056145177222787996
Permutation Importance (Ridge/LogReg),Diabetic Patients,Acs % Vet Hs,0.0100399999999999,0.0045,0.0055399999999999,0.0055399999999999
Permutation Importance (RF),Heart Failure Patients,Acs % Hh No Internet,-0.0045346691273397,0.001,-0.0055346691273397,0.0055346691273397
XGBoost Importance,Hypertensive Patients,Acs % Hh Limit English,0.0016379129374399,0.0071402816101908,-0.0055023686727509,0.0055023686727509
Permutation Importance (Ridge/LogReg),Hypertensive Patients,Acs % Hh No Comp Dev,-0.0005199999999999,-0.006,0.0054800000000001,0.0054800000000001
Permutation Importance (RF),Heart Failure Patients,Acs % Hh Cellular,0.0009491167940944,-0.0045,0.0054491167940944,0.0054491167940944
Permutation Importance (RF),Heart Failure Patients,Acs % Grandp Resps No P,-0.0054310572106511,0.0,-0.0054310572106511,0.0054310572106511
XGBoost Importance,Heart Failure Patients,Dx2 – Factors Influencing Health Status: Z79.82,0.0053668809123337,0.0,0.0053668809123337,0.0053668809123337
XGBoost Importance,Complete Cohort,"Dx1 – Respiratory: J18.9, J44.0",0.0053345328196883,0.0,0.0053345328196883,0.0053345328196883
Permutation Importance (Ridge/LogReg),Diabetic Patients,POPPCT RUR,-0.00132,0.004,-0.00532,0.00532
Permutation Importance (Ridge/LogReg),Diabetic Patients,POPPCT URB,-0.00132,0.004,-0.00532,0.00532
XGBoost Importance,Complete Cohort,County: Leon,0.0,0.0052816402167081,-0.0052816402167081,0.0052816402167081
XGBoost Importance,Hypertensive Patients,Dx1 – Cluster 72,0.0052786422893404,0.0,0.0052786422893404,0.0052786422893404
XGBoost Importance,Diabetic Patients,American Indian or Alaska Native,0.0052690259180963,0.0,0.0052690259180963,0.0052690259180963
Permutation Importance (RF),Heart Failure Patients,POPPCT RUR,-0.0022673345636698,0.0029999999999999,-0.0052673345636697,0.0052673345636697
Permutation Importance (Ridge/LogReg),Diabetic Patients,charlson score,-0.00176,0.0035,-0.00526,0.00526
XGBoost Importance,Heart Failure Patients,Primary Dx – Circulatory: I50.32,0.0,0.0052514499984681,-0.0052514499984681,0.0052514499984681
XGBoost Importance,Diabetic Patients,Dx1 – Factors Influencing Health Status: Z91.81,0.0052457898855209,0.0,0.0052457898855209,0.0052457898855209
Permutation Importance (Ridge/LogReg),Complete Cohort,Acs % Hh Internet,0.0002799999999999,0.0055,-0.0052200000000000996,0.0052200000000000996
Permutation Importance (RF),Heart Failure Patients,charlson ageadj,0.0026891642499341,-0.0025,0.0051891642499341,0.0051891642499341
Permutation Importance (Ridge/LogReg),Complete Cohort,Days Cared For,0.0186799999999999,0.0135,0.005179999999999902,0.005179999999999902
XGBoost Importance,Hypertensive Patients,Dx1 – Factors Influencing Health Status: Z79.82,0.005159439984709,0.0,0.005159439984709,0.005159439984709
XGBoost Importance,Complete Cohort,Primary Dx – Factors Influencing Health Status: Z79.82,0.005127481650561,0.0,0.005127481650561,0.005127481650561
XGBoost Importance,Hypertensive Patients,HIPPS: 1CHKT,0.0024683012161403,0.0075378264300525,-0.0050695252139122,0.0050695252139122
XGBoost Importance,Diabetic Patients,AMI,0.0012046860065311,0.0062729157507419,-0.005068229744210799,0.005068229744210799
