Dataset,Cohort Size,Num Features,Method,Feature Name,Score
Complete Cohort,2864697,2566,Variance Threshold,Primary_Diagnosis_ICD_10_C_M_Code_Cluster_176,1.0000000840365562
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Grenada,1.0000000840365555
Complete Cohort,2864697,2566,Variance Threshold,Submitted_HIPPS_Code_1BGLU,1.0000000840365548
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Okaloosa,1.0000000837315817
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_273,1.0000000834090932
Complete Cohort,2864697,2566,Variance Threshold,Primary_Diagnosis_ICD_10_C_M_Code_Cluster_393,1.000000083397224
Complete Cohort,2864697,2566,Variance Threshold,Primary_Diagnosis_ICD_10_C_M_Code_Cluster_534,1.0000000833656775
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Carson_City,1.0000000833656773
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Hockley,1.0000000833656773
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_380,1.0000000833656773
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_St_Joseph,1.0000000830497178
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_185,1.0000000828858515
Complete Cohort,2864697,2566,Variance Threshold,Submitted_HIPPS_Code_1BFPS,1.000000082732062
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Franklin,1.0000000826419861
Complete Cohort,2864697,2566,Variance Threshold,White,1.000000082559126
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Coconino,1.0000000824659594
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Placer,1.0000000821286772
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_64,1.0000000815747294
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_658,1.0000000811211998
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Charlevoix,1.0000000811211995
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Milam,1.000000081121199
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Mingo,1.0000000811211989
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_val_4,1.0000000811211984
Complete Cohort,2864697,2566,Variance Threshold,Submitted_HIPPS_Code_1BHPS,1.0000000810805172
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Custer,1.0000000809996938
Complete Cohort,2864697,2566,Variance Threshold,COUNTY_NAME_Santa_Cruz,1.0000000809223726
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_50,1.000000080810834
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_4_ICD_10_C_M_Cluster_31,1.000000080791316
Complete Cohort,2864697,2566,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_8,1.0000000807636276
