Cohort,Setting,Cohort Size,Num Features,Model,Metric,Mean,CI_Lower,CI_Upper,Formatted
Texas Cohort - Urban,Urban,28401,720,Weighted Ensemble,Specificity,0.8086017228601591,0.7970331742157634,0.8194223767144021,0.8086 (0.7970 - 0.8194)
Texas Cohort - Urban,Urban,28401,720,Weighted Ensemble,Brier_Score,0.10438766631471136,0.09956447148881963,0.10859500926052536,0.1044 (0.0996 - 0.1086)
Texas Cohort - Rural,Rural,18114,720,LightGBM,ROC_AUC,0.8212522187618074,0.8039583858200032,0.836424065940479,0.8213 (0.8040 - 0.8364)
Texas Cohort - Rural,Rural,18114,720,LightGBM,PR_AUC,0.4693797036156742,0.42492760579979133,0.5153098855234121,0.4694 (0.4249 - 0.5153)
Texas Cohort - Rural,Rural,18114,720,LightGBM,F1_Score,0.48730290811145255,0.45255902953903576,0.5163646129004844,0.4873 (0.4526 - 0.5164)
Texas Cohort - Rural,Rural,18114,720,LightGBM,Accuracy,0.7686530499585978,0.7551545680375379,0.7814242340601711,0.7687 (0.7552 - 0.7814)
Texas Cohort - Rural,Rural,18114,720,LightGBM,Precision,0.37499862958659713,0.34132213885492624,0.40465845786541693,0.3750 (0.3413 - 0.4047)
Texas Cohort - Rural,Rural,18114,720,LightGBM,Recall_Sensitivity,0.6962357419513061,0.6620906127121597,0.7360724177256436,0.6962 (0.6621 - 0.7361)
Texas Cohort - Rural,Rural,18114,720,LightGBM,Specificity,0.7822338792958942,0.7694300754775538,0.7955634746067616,0.7822 (0.7694 - 0.7956)
Texas Cohort - Rural,Rural,18114,720,LightGBM,Brier_Score,0.1633335949510541,0.1573035136891655,0.16961979884749762,0.1633 (0.1573 - 0.1696)
Texas Cohort - Rural,Rural,18114,720,XGBoost,ROC_AUC,0.8218585729400933,0.8051201462909197,0.8359328816146547,0.8219 (0.8051 - 0.8359)
Texas Cohort - Rural,Rural,18114,720,XGBoost,PR_AUC,0.4638771572560133,0.41740680417428505,0.5023055639012778,0.4639 (0.4174 - 0.5023)
Texas Cohort - Rural,Rural,18114,720,XGBoost,F1_Score,0.48652454213839064,0.4495927254417705,0.5156790362156976,0.4865 (0.4496 - 0.5157)
Texas Cohort - Rural,Rural,18114,720,XGBoost,Accuracy,0.7684957217775323,0.7557134971018493,0.7794852332321281,0.7685 (0.7557 - 0.7795)
Texas Cohort - Rural,Rural,18114,720,XGBoost,Precision,0.37458138269641894,0.3411269420828527,0.4073826200106165,0.3746 (0.3411 - 0.4074)
Texas Cohort - Rural,Rural,18114,720,XGBoost,Recall_Sensitivity,0.6945319159401538,0.6610550809164003,0.7270248665807877,0.6945 (0.6611 - 0.7270)
Texas Cohort - Rural,Rural,18114,720,XGBoost,Specificity,0.782377804793152,0.7674296031997706,0.795212140666874,0.7824 (0.7674 - 0.7952)
Texas Cohort - Rural,Rural,18114,720,XGBoost,Brier_Score,0.10672302799124968,0.10156007547952242,0.11208614163461345,0.1067 (0.1016 - 0.1121)
Texas Cohort - Rural,Rural,18114,720,CatBoost,ROC_AUC,0.8202005955196086,0.803096831396045,0.8336679832827731,0.8202 (0.8031 - 0.8337)
Texas Cohort - Rural,Rural,18114,720,CatBoost,PR_AUC,0.4724038753667681,0.4265744505859782,0.5089554875515051,0.4724 (0.4266 - 0.5090)
Texas Cohort - Rural,Rural,18114,720,CatBoost,F1_Score,0.48871723288046864,0.4547336889347049,0.5165388260129279,0.4887 (0.4547 - 0.5165)
Texas Cohort - Rural,Rural,18114,720,CatBoost,Accuracy,0.7815042782224677,0.7700386420093845,0.7932721501518079,0.7815 (0.7700 - 0.7933)
Texas Cohort - Rural,Rural,18114,720,CatBoost,Precision,0.3877706527073812,0.3519824059755806,0.4220269230769231,0.3878 (0.3520 - 0.4220)
Texas Cohort - Rural,Rural,18114,720,CatBoost,Recall_Sensitivity,0.6613119585992865,0.6251855892810874,0.6962738009700018,0.6613 (0.6252 - 0.6963)
Texas Cohort - Rural,Rural,18114,720,CatBoost,Specificity,0.8040561065996465,0.7921663927116043,0.8169405843407428,0.8041 (0.7922 - 0.8169)
Texas Cohort - Rural,Rural,18114,720,CatBoost,Brier_Score,0.10680040181181039,0.10106443663053127,0.1130210960992874,0.1068 (0.1011 - 0.1130)
Texas Cohort - Rural,Rural,18114,720,Random Forest,ROC_AUC,0.7930266258049409,0.7750994842832926,0.8124921784213819,0.7930 (0.7751 - 0.8125)
Texas Cohort - Rural,Rural,18114,720,Random Forest,PR_AUC,0.41469138672009687,0.3700938150217073,0.45348312267988244,0.4147 (0.3701 - 0.4535)
Texas Cohort - Rural,Rural,18114,720,Random Forest,F1_Score,0.47282251364505695,0.43873460673300546,0.5007698957538775,0.4728 (0.4387 - 0.5008)
Texas Cohort - Rural,Rural,18114,720,Random Forest,Accuracy,0.8097088048578526,0.797936792713221,0.8217016284846812,0.8097 (0.7979 - 0.8217)
Texas Cohort - Rural,Rural,18114,720,Random Forest,Precision,0.42051783697424455,0.3842499175827299,0.45263218555859547,0.4205 (0.3842 - 0.4526)
Texas Cohort - Rural,Rural,18114,720,Random Forest,Recall_Sensitivity,0.5405131998786169,0.4957179768601089,0.5792306263365834,0.5405 (0.4957 - 0.5792)
Texas Cohort - Rural,Rural,18114,720,Random Forest,Specificity,0.8602339632085062,0.8487330911060751,0.8721560572560199,0.8602 (0.8487 - 0.8722)
Texas Cohort - Rural,Rural,18114,720,Random Forest,Brier_Score,0.11512085373384182,0.10832813251091061,0.12144471254006799,0.1151 (0.1083 - 0.1214)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,ROC_AUC,0.8088267257748682,0.7921542486113767,0.8264661156949913,0.8088 (0.7922 - 0.8265)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,PR_AUC,0.4269197407922516,0.3827920220951412,0.4680574413295716,0.4269 (0.3828 - 0.4681)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,F1_Score,0.4835548945453689,0.45163656722156015,0.5130268872410804,0.4836 (0.4516 - 0.5130)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,Accuracy,0.7944410709356887,0.7821901738890422,0.8057134971018494,0.7944 (0.7822 - 0.8057)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,Precision,0.40100689869640027,0.3677099697267224,0.4365574391579586,0.4010 (0.3677 - 0.4366)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,Recall_Sensitivity,0.6094893120708568,0.5665477580317378,0.6461628276604069,0.6095 (0.5665 - 0.6462)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,Specificity,0.8291499123278334,0.8144544367586204,0.84159050708274,0.8291 (0.8145 - 0.8416)
Texas Cohort - Rural,Rural,18114,720,Gradient Boosting,Brier_Score,0.11167439933789297,0.10519965063943107,0.11774379586675475,0.1117 (0.1052 - 0.1177)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,ROC_AUC,0.7812224436819051,0.7612866224732496,0.7971550993792108,0.7812 (0.7613 - 0.7972)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,PR_AUC,0.42075798605588927,0.37323739445357634,0.45359779729438443,0.4208 (0.3732 - 0.4536)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,F1_Score,0.45898997252125395,0.42444744051732647,0.4879287638360068,0.4590 (0.4244 - 0.4879)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,Accuracy,0.7720535467844328,0.7593085840463704,0.78472260557549,0.7721 (0.7593 - 0.7847)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,Precision,0.36726416145603935,0.3340582419073954,0.39736502972327215,0.3673 (0.3341 - 0.3974)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,Recall_Sensitivity,0.6123548897353075,0.5729276935768437,0.6507367530345471,0.6124 (0.5729 - 0.6507)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,Specificity,0.8020218223654283,0.7884148741119148,0.8136692964791697,0.8020 (0.7884 - 0.8137)
Texas Cohort - Rural,Rural,18114,720,Logistic Regression,Brier_Score,0.1148705840219775,0.10823815219667478,0.1210516460367864,0.1149 (0.1082 - 0.1211)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,ROC_AUC,0.8252867239365494,0.8084877365497837,0.8414516735313196,0.8253 (0.8085 - 0.8415)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,PR_AUC,0.47117099173983745,0.4220888824947631,0.5115889714384371,0.4712 (0.4221 - 0.5116)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,F1_Score,0.4978052514916323,0.4646091954022989,0.5279692333796326,0.4978 (0.4646 - 0.5280)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,Accuracy,0.8098123102401326,0.7984957217775324,0.8214463152083908,0.8098 (0.7985 - 0.8214)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,Precision,0.42717258465312297,0.3868384855294434,0.4620358989100966,0.4272 (0.3868 - 0.4620)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,Recall_Sensitivity,0.5969578510162137,0.5596767582541836,0.6360417199488491,0.5970 (0.5597 - 0.6360)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,Specificity,0.8497540219379833,0.8379207548336562,0.8624699028530981,0.8498 (0.8379 - 0.8625)
Texas Cohort - Rural,Rural,18114,720,Weighted Ensemble,Brier_Score,0.10735548030823688,0.10239979621058203,0.11279365137393825,0.1074 (0.1024 - 0.1128)
