Race_Subgroup,Count,Prevalence,Selection_Rate,Sensitivity_TPR,FNR,Specificity_TNR,FPR,ROC_AUC,F1_Score,Positives,PR_AUC,Brier_Score,TP,FP,TN,FN
White,26117,0.12842210054753608,0.3299000650917027,0.5745378652355396,0.4254621347644603,0.7061459385845451,0.2938540614154549,0.6983479215753337,0.3219715956558062,3354,0.28344414727723616,0.20797202259621722,1927,6689,16074,1427
Hispanic,2537,0.12297989751675206,0.30271974773354354,0.592948717948718,0.40705128205128205,0.7379775280898876,0.26202247191011235,0.7401008354940939,0.34259259259259256,312,0.31350971615258383,0.1847376189131789,185,583,1642,127
Asian,767,0.09908735332464146,0.29986962190352023,0.6052631578947368,0.39473684210526316,0.7337192474674384,0.2662807525325615,0.736708812552365,0.3006535947712418,76,0.3116858579890819,0.19211853678006519,46,184,507,30
Black,4265,0.14114888628370456,0.4114888628370457,0.6644518272425249,0.33554817275747506,0.6300846300846301,0.36991536991536994,0.7033394010138198,0.33941450997030126,602,0.3136192722029352,0.22479387421871586,400,1355,2308,202
AIAN,143,0.16083916083916083,0.38461538461538464,0.6956521739130435,0.30434782608695654,0.675,0.325,0.7855072463768115,0.41025641025641024,23,0.6225229356137173,0.21502469774029628,16,39,81,7
NHPI,102,0.10784313725490197,0.2549019607843137,0.5454545454545454,0.45454545454545453,0.7802197802197802,0.21978021978021978,0.7272727272727273,0.3243243243243243,11,0.2292420341014429,0.19091115708389672,6,20,71,5
