Dataset,Cohort Size,Num Features,Method,Feature Name,Score
Complete Cohort,62449,754,Variance Threshold,American_Indian_or_Alaska_Native,1.0000000434558134
Complete Cohort,62449,754,Variance Threshold,ACS_PCT_POV_HISPANIC,1.0000000431738452
Complete Cohort,62449,754,Variance Threshold,COUNTY_NAME_Kerr,1.0000000431450964
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1BHLS,1.0000000431450962
Complete Cohort,62449,754,Variance Threshold,Hispanic_or_Latino,1.0000000419383477
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_16,1.0000000418077886
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G2_16,1.0000000418077886
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G1_16,1.0000000418077886
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1BHMT,1.000000040941335
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G0_1,1.0000000407987548
Complete Cohort,62449,754,Variance Threshold,ACS_PCT_PERSON_INC_100_124,1.0000000393052968
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G0_Other,1.000000039196901
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_18_1,1.000000038186433
Complete Cohort,62449,754,Variance Threshold,dane,1.0000000381864327
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1BHMS,1.0000000380569767
Complete Cohort,62449,754,Variance Threshold,ByDiscipline_Other,1.0000000379828564
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1AHMS,1.0000000376606932
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G2_18_1,1.000000037660693
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G1_Other,1.0000000374036544
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1BGMS,1.000000037402899
Complete Cohort,62449,754,Variance Threshold,hypunc,1.0000000372297781
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G0_Other,1.000000037164461
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G0_1,1.0000000367027582
Complete Cohort,62449,754,Variance Threshold,ACS_PCT_VET_HS,1.0000000365861847
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G1_9_1,1.0000000365296577
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_G0_9,1.0000000365296577
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_1_ICD_10_C_M_Cluster_9,1.0000000365296577
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_4_ICD_10_C_M_Cluster_G1_5,1.0000000360960222
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_29,1.0000000341570745
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G2_29,1.0000000341570745
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G1_29,1.0000000341570745
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_2AGLS,1.0000000338747002
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_1AGLS,1.000000033398627
Complete Cohort,62449,754,Variance Threshold,Submitted_HIPPS_Code_2CFLS,1.0000000333986268
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G2_10,1.0000000333303296
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_10,1.0000000333303296
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_5_ICD_10_C_M_Cluster_G1_10,1.0000000333303296
Complete Cohort,62449,754,Variance Threshold,COUNTY_NAME_Brazos,1.0000000327680347
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_10,1.0000000324716882
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_2_ICD_10_C_M_Cluster_G2_13,1.0000000324716882
Complete Cohort,62449,754,Variance Threshold,Other_Diagnosis_Code_3_ICD_10_C_M_Cluster_G2_10,1.0000000324716882
